Vardas         Pavarde         ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	Egz.
Vardas8668     Pavarde8668     10	8	9	3	10	2	6	9	9	7	
Vardas8669     Pavarde8669     9	8	2	8	3	3	3	6	8	3	
Vardas8670     Pavarde8670     6	6	6	8	1	7	1	9	1	1	
Vardas8671     Pavarde8671     8	2	1	3	2	9	1	5	6	1	
Vardas8672     Pavarde8672     1	3	7	5	10	7	6	2	5	8	
Vardas8673     Pavarde8673     1	1	10	5	8	7	10	1	9	3	
Vardas8674     Pavarde8674     8	3	5	7	9	2	6	1	10	7	
Vardas8675     Pavarde8675     8	10	9	5	9	4	10	3	9	4	
Vardas8676     Pavarde8676     1	1	10	2	8	3	8	4	5	9	
Vardas8677     Pavarde8677     10	4	3	6	5	1	3	2	1	8	
Vardas8678     Pavarde8678     3	6	7	7	5	3	9	2	8	7	
Vardas8679     Pavarde8679     3	4	3	6	1	2	4	10	3	8	
Vardas8680     Pavarde8680     9	2	10	10	6	9	7	2	6	2	
Vardas8681     Pavarde8681     10	1	9	6	9	10	1	3	9	5	
Vardas8682     Pavarde8682     6	6	3	8	4	5	1	7	5	7	
Vardas8683     Pavarde8683     7	5	1	5	2	3	3	3	4	5	
Vardas8684     Pavarde8684     8	1	3	4	3	8	9	2	5	8	
Vardas8685     Pavarde8685     9	7	4	10	3	8	9	10	3	3	
Vardas8686     Pavarde8686     7	3	4	1	3	5	3	9	6	8	
Vardas8687     Pavarde8687     7	9	4	7	3	4	3	5	2	8	
Vardas8688     Pavarde8688     9	6	8	5	4	9	2	1	8	3	
Vardas8689     Pavarde8689     1	9	6	9	3	2	8	10	8	9	
Vardas8690     Pavarde8690     8	8	3	5	1	8	6	1	2	5	
Vardas8691     Pavarde8691     5	9	7	4	4	10	9	7	3	1	
Vardas8692     Pavarde8692     3	4	5	5	8	6	10	8	9	10	
Vardas8693     Pavarde8693     5	8	8	7	8	2	5	1	9	9	
Vardas8694     Pavarde8694     5	5	9	9	3	8	4	8	5	3	
Vardas8695     Pavarde8695     7	5	2	7	4	6	8	10	7	1	
Vardas8696     Pavarde8696     1	1	3	4	4	9	7	10	10	10	
Vardas8697     Pavarde8697     7	5	1	5	2	4	8	10	5	1	
Vardas8698     Pavarde8698     3	9	4	7	10	10	2	7	1	8	
Vardas8699     Pavarde8699     9	7	8	1	2	3	3	10	3	9	
Vardas8700     Pavarde8700     7	7	10	6	6	1	9	8	9	6	
Vardas8701     Pavarde8701     7	9	7	1	9	4	10	9	1	2	
Vardas8702     Pavarde8702     6	6	2	6	8	4	1	9	9	10	
Vardas8703     Pavarde8703     4	4	7	7	2	4	8	1	2	6	
Vardas8704     Pavarde8704     2	2	5	2	3	1	1	6	2	2	
Vardas8705     Pavarde8705     6	7	2	10	4	8	5	6	1	4	
Vardas8706     Pavarde8706     1	5	8	8	6	5	1	3	5	1	
Vardas8707     Pavarde8707     8	7	6	3	6	6	6	9	9	10	
Vardas8708     Pavarde8708     9	10	6	10	1	9	3	6	10	7	
Vardas8709     Pavarde8709     4	4	1	6	5	6	10	5	7	7	
Vardas8710     Pavarde8710     10	1	2	5	5	8	10	5	5	8	
Vardas8711     Pavarde8711     3	10	5	4	3	1	2	3	3	5	
Vardas8712     Pavarde8712     3	3	9	10	1	5	3	2	8	9	
Vardas8713     Pavarde8713     1	4	3	4	6	6	2	5	8	4	
Vardas8714     Pavarde8714     2	6	8	5	4	7	9	2	1	8	
Vardas8715     Pavarde8715     6	8	6	1	9	6	5	1	8	6	
Vardas8716     Pavarde8716     8	9	8	7	6	2	3	5	2	5	
Vardas8717     Pavarde8717     9	4	5	5	6	8	2	3	7	3	
Vardas8718     Pavarde8718     9	7	2	7	8	7	9	8	8	9	
Vardas8719     Pavarde8719     2	10	3	8	5	10	8	7	4	7	
Vardas8720     Pavarde8720     5	8	7	1	5	2	7	2	8	5	
Vardas8721     Pavarde8721     1	10	5	2	10	6	10	5	6	6	
Vardas8722     Pavarde8722     1	4	1	6	8	7	10	3	3	10	
Vardas8723     Pavarde8723     3	4	5	6	6	4	7	6	7	1	
Vardas8724     Pavarde8724     9	1	6	8	6	9	4	3	8	4	
Vardas8725     Pavarde8725     6	9	7	8	6	1	8	7	4	8	
Vardas8726     Pavarde8726     5	6	2	10	3	6	3	8	3	7	
Vardas8727     Pavarde8727     2	10	2	7	7	10	4	2	10	6	
Vardas8728     Pavarde8728     6	8	8	6	3	6	6	9	6	6	
Vardas8729     Pavarde8729     2	3	7	8	6	9	8	8	9	5	
Vardas8730     Pavarde8730     8	6	8	1	7	1	9	8	9	7	
Vardas8731     Pavarde8731     5	1	9	5	4	9	4	9	1	6	
Vardas8732     Pavarde8732     8	9	10	2	4	2	6	5	8	10	
Vardas8733     Pavarde8733     5	10	8	4	2	10	3	9	9	2	
Vardas8734     Pavarde8734     3	1	3	6	7	7	10	9	9	8	
Vardas8735     Pavarde8735     1	1	2	3	5	6	5	5	6	3	
Vardas8736     Pavarde8736     8	1	9	10	5	6	8	1	4	6	
Vardas8737     Pavarde8737     1	5	7	3	8	10	1	5	1	6	
Vardas8738     Pavarde8738     1	8	5	7	2	1	2	8	2	4	
Vardas8739     Pavarde8739     9	9	7	3	5	9	1	4	7	4	
Vardas8740     Pavarde8740     1	2	9	1	9	7	10	5	3	4	
Vardas8741     Pavarde8741     5	9	10	7	7	5	4	8	9	10	
Vardas8742     Pavarde8742     10	6	7	9	6	1	5	10	9	3	
Vardas8743     Pavarde8743     2	9	6	5	4	4	7	4	9	6	
Vardas8744     Pavarde8744     1	8	9	1	6	2	7	10	6	6	
Vardas8745     Pavarde8745     3	10	9	2	9	4	5	5	5	4	
Vardas8746     Pavarde8746     10	1	7	2	5	7	7	2	2	8	
Vardas8747     Pavarde8747     5	6	10	5	8	7	5	9	4	1	
Vardas8748     Pavarde8748     5	2	1	10	10	3	9	5	6	5	
Vardas8749     Pavarde8749     8	2	3	4	2	6	7	1	7	2	
Vardas8750     Pavarde8750     10	10	10	8	7	7	10	8	3	6	
Vardas8751     Pavarde8751     9	10	3	10	7	9	10	6	5	4	
Vardas8752     Pavarde8752     7	6	8	2	4	3	5	6	1	3	
Vardas8753     Pavarde8753     7	5	9	1	8	6	6	3	5	8	
Vardas8754     Pavarde8754     10	9	4	2	8	3	6	9	4	10	
Vardas8755     Pavarde8755     3	7	7	3	2	7	8	9	2	9	
Vardas8756     Pavarde8756     5	5	2	10	6	9	1	9	7	7	
Vardas8757     Pavarde8757     2	4	9	4	7	2	1	5	10	1	
Vardas8758     Pavarde8758     9	6	1	4	7	2	4	4	8	4	
Vardas8759     Pavarde8759     6	6	3	3	5	7	1	8	10	6	
Vardas8760     Pavarde8760     10	4	10	7	5	9	2	7	4	9	
Vardas8761     Pavarde8761     9	10	1	7	10	8	4	7	1	5	
Vardas8762     Pavarde8762     8	8	5	5	6	2	5	8	3	3	
Vardas8763     Pavarde8763     7	6	8	9	6	3	4	1	3	3	
Vardas8764     Pavarde8764     1	7	2	9	2	8	9	7	8	2	
Vardas8765     Pavarde8765     2	10	8	1	1	1	3	2	1	7	
Vardas8766     Pavarde8766     3	9	9	10	5	4	1	3	8	9	
Vardas8767     Pavarde8767     7	10	10	3	9	4	1	3	2	1	
Vardas8768     Pavarde8768     3	4	10	8	10	2	2	1	8	4	
Vardas8769     Pavarde8769     2	10	2	4	6	6	5	10	1	4	
Vardas8770     Pavarde8770     1	7	2	5	7	3	2	5	3	1	
Vardas8771     Pavarde8771     8	9	5	6	6	7	1	5	8	1	
Vardas8772     Pavarde8772     1	6	6	5	4	5	1	2	3	5	
Vardas8773     Pavarde8773     6	9	6	4	7	7	10	1	4	7	
Vardas8774     Pavarde8774     8	5	1	8	5	4	1	2	3	5	
Vardas8775     Pavarde8775     7	10	7	6	6	7	1	6	8	2	
Vardas8776     Pavarde8776     4	2	2	2	3	2	9	6	8	8	
Vardas8777     Pavarde8777     5	2	5	8	7	9	3	1	7	5	
Vardas8778     Pavarde8778     9	9	7	2	6	3	6	8	4	8	
Vardas8779     Pavarde8779     3	5	10	1	3	1	7	5	4	7	
Vardas8780     Pavarde8780     10	2	5	2	6	4	9	4	8	10	
Vardas8781     Pavarde8781     6	4	9	4	3	10	7	3	5	5	
Vardas8782     Pavarde8782     5	2	6	10	10	3	9	6	3	5	
Vardas8783     Pavarde8783     7	1	3	10	7	1	8	3	3	2	
Vardas8784     Pavarde8784     4	10	3	5	8	6	1	2	4	4	
Vardas8785     Pavarde8785     9	4	8	2	1	3	5	6	2	7	
Vardas8786     Pavarde8786     4	2	6	8	1	3	4	3	10	2	
Vardas8787     Pavarde8787     9	2	3	9	3	2	5	7	1	9	
Vardas8788     Pavarde8788     5	7	10	4	1	4	7	3	9	5	
Vardas8789     Pavarde8789     9	6	1	6	8	5	8	4	5	5	
Vardas8790     Pavarde8790     1	8	4	1	6	9	1	2	9	6	
Vardas8791     Pavarde8791     6	7	10	5	5	9	6	5	4	4	
Vardas8792     Pavarde8792     3	9	10	5	6	1	5	3	5	8	
Vardas8793     Pavarde8793     8	2	7	1	2	2	3	4	7	7	
Vardas8794     Pavarde8794     3	3	7	8	9	6	5	8	3	4	
Vardas8795     Pavarde8795     5	2	4	9	8	5	8	7	1	8	
Vardas8796     Pavarde8796     6	8	3	10	9	3	7	9	6	2	
Vardas8797     Pavarde8797     5	4	7	3	8	1	8	7	3	4	
Vardas8798     Pavarde8798     3	2	6	2	2	5	9	7	10	4	
Vardas8799     Pavarde8799     4	2	5	9	10	9	5	9	5	7	
Vardas8800     Pavarde8800     3	9	5	1	10	3	10	1	7	7	
Vardas8801     Pavarde8801     6	4	4	3	5	9	9	7	9	4	
Vardas8802     Pavarde8802     2	7	4	1	4	4	3	3	5	10	
Vardas8803     Pavarde8803     2	1	2	6	4	9	8	9	8	8	
Vardas8804     Pavarde8804     6	8	8	10	6	10	4	2	5	8	
Vardas8805     Pavarde8805     5	7	2	5	9	6	3	5	7	2	
Vardas8806     Pavarde8806     8	3	9	6	1	2	3	3	4	3	
Vardas8807     Pavarde8807     1	10	6	8	7	3	10	7	3	6	
Vardas8808     Pavarde8808     3	3	5	7	5	9	2	10	3	5	
Vardas8809     Pavarde8809     3	1	1	6	4	6	2	2	8	7	
Vardas8810     Pavarde8810     2	5	4	8	1	10	7	6	2	7	
Vardas8811     Pavarde8811     9	9	7	9	4	5	3	5	8	8	
Vardas8812     Pavarde8812     1	4	8	6	5	4	9	10	3	9	
Vardas8813     Pavarde8813     6	6	10	1	7	8	4	3	8	3	
Vardas8814     Pavarde8814     1	3	6	4	7	9	7	8	5	10	
Vardas8815     Pavarde8815     7	8	7	5	9	4	1	2	10	10	
Vardas8816     Pavarde8816     2	3	2	7	3	6	5	1	1	2	
Vardas8817     Pavarde8817     5	5	6	5	8	7	7	9	9	7	
Vardas8818     Pavarde8818     10	9	6	3	8	1	10	8	1	10	
Vardas8819     Pavarde8819     7	1	7	2	5	2	6	2	1	10	
Vardas8820     Pavarde8820     7	8	4	9	5	10	3	9	4	10	
Vardas8821     Pavarde8821     3	10	8	4	3	6	6	3	7	6	
Vardas8822     Pavarde8822     3	6	2	7	5	1	1	6	9	7	
Vardas8823     Pavarde8823     1	2	10	6	2	5	2	1	10	6	
Vardas8824     Pavarde8824     1	7	5	5	8	9	4	10	10	7	
Vardas8825     Pavarde8825     3	1	3	5	8	9	5	10	5	8	
Vardas8826     Pavarde8826     2	4	7	5	4	6	10	10	3	4	
Vardas8827     Pavarde8827     8	8	6	6	2	10	7	2	2	10	
Vardas8828     Pavarde8828     6	6	2	8	8	4	2	9	6	9	
Vardas8829     Pavarde8829     5	5	6	8	9	5	10	4	8	5	
Vardas8830     Pavarde8830     2	6	8	9	2	1	8	2	6	4	
Vardas8831     Pavarde8831     9	8	3	6	2	6	6	5	6	7	
Vardas8832     Pavarde8832     7	2	7	10	8	8	7	6	6	6	
Vardas8833     Pavarde8833     1	4	1	4	5	1	9	8	8	5	
Vardas8834     Pavarde8834     7	7	10	6	6	9	8	10	4	7	
Vardas8835     Pavarde8835     10	2	3	6	4	4	7	3	6	2	
Vardas8836     Pavarde8836     6	4	2	3	6	1	1	8	3	2	
Vardas8837     Pavarde8837     9	1	5	5	4	5	7	5	4	2	
Vardas8838     Pavarde8838     8	5	2	4	7	10	5	1	7	3	
Vardas8839     Pavarde8839     8	7	8	8	10	10	9	8	3	3	
Vardas8840     Pavarde8840     7	7	8	9	1	7	7	1	7	6	
Vardas8841     Pavarde8841     4	10	9	3	3	5	8	9	9	2	
Vardas8842     Pavarde8842     4	4	4	7	8	2	2	9	10	1	
Vardas8843     Pavarde8843     1	6	9	1	8	3	7	4	10	1	
Vardas8844     Pavarde8844     4	5	5	2	10	1	2	7	3	9	
Vardas8845     Pavarde8845     1	9	9	8	1	1	5	1	2	6	
Vardas8846     Pavarde8846     7	7	8	3	10	5	1	9	7	8	
Vardas8847     Pavarde8847     10	8	6	2	10	1	5	10	8	10	
Vardas8848     Pavarde8848     10	1	4	5	3	4	8	6	7	6	
Vardas8849     Pavarde8849     7	3	10	1	6	1	4	10	2	2	
Vardas8850     Pavarde8850     3	1	3	2	10	5	6	6	3	6	
Vardas8851     Pavarde8851     1	10	8	1	9	5	10	6	9	1	
Vardas8852     Pavarde8852     7	7	3	9	4	10	8	6	2	7	
Vardas8853     Pavarde8853     5	2	5	9	8	5	4	4	10	7	
Vardas8854     Pavarde8854     3	8	7	3	10	4	2	1	8	6	
Vardas8855     Pavarde8855     6	2	10	1	3	1	4	1	2	8	
Vardas8856     Pavarde8856     6	3	4	4	5	2	9	2	9	8	
Vardas8857     Pavarde8857     1	1	2	5	7	9	4	8	10	7	
Vardas8858     Pavarde8858     5	1	6	6	3	3	4	10	8	2	
Vardas8859     Pavarde8859     9	6	5	7	1	5	5	2	5	9	
Vardas8860     Pavarde8860     5	5	4	4	3	7	1	4	2	6	
Vardas8861     Pavarde8861     5	4	2	2	8	1	9	1	9	3	
Vardas8862     Pavarde8862     9	4	1	6	6	10	1	5	5	7	
Vardas8863     Pavarde8863     8	4	10	2	4	9	6	3	6	8	
Vardas8864     Pavarde8864     1	8	6	1	10	4	10	8	5	3	
Vardas8865     Pavarde8865     6	5	3	3	3	7	2	8	1	5	
Vardas8866     Pavarde8866     6	8	9	9	5	5	5	10	10	7	
Vardas8867     Pavarde8867     6	4	4	6	5	3	10	5	7	10	
Vardas8868     Pavarde8868     3	5	9	4	4	5	7	9	10	8	
Vardas8869     Pavarde8869     1	2	9	7	4	8	3	6	1	1	
Vardas8870     Pavarde8870     1	8	10	5	3	2	8	1	2	2	
Vardas8871     Pavarde8871     8	1	5	9	5	3	1	3	1	8	
Vardas8872     Pavarde8872     2	4	8	10	6	4	4	8	3	5	
Vardas8873     Pavarde8873     8	10	6	8	8	6	9	1	2	1	
Vardas8874     Pavarde8874     4	5	9	10	10	5	7	3	10	2	
Vardas8875     Pavarde8875     7	9	5	8	10	4	10	4	10	8	
Vardas8876     Pavarde8876     5	10	8	10	9	4	9	9	8	7	
Vardas8877     Pavarde8877     8	5	4	9	1	5	7	7	7	3	
Vardas8878     Pavarde8878     1	5	3	3	4	6	7	6	7	8	
Vardas8879     Pavarde8879     4	4	7	9	4	2	6	5	4	3	
Vardas8880     Pavarde8880     8	9	9	6	7	4	6	8	1	8	
Vardas8881     Pavarde8881     3	1	5	5	2	7	8	1	4	6	
Vardas8882     Pavarde8882     6	3	1	1	5	5	3	3	5	9	
Vardas8883     Pavarde8883     9	8	5	8	7	7	5	9	9	1	
Vardas8884     Pavarde8884     10	9	4	9	7	9	2	5	3	10	
Vardas8885     Pavarde8885     4	4	2	7	9	8	6	6	8	2	
Vardas8886     Pavarde8886     7	2	4	3	3	1	3	2	10	10	
Vardas8887     Pavarde8887     2	1	2	10	2	1	6	10	7	6	
Vardas8888     Pavarde8888     2	2	2	9	4	3	4	2	8	1	
Vardas8889     Pavarde8889     9	4	2	9	4	5	4	8	7	2	
Vardas8890     Pavarde8890     6	3	7	2	7	10	2	6	3	8	
Vardas8891     Pavarde8891     1	4	1	3	5	2	5	4	9	1	
Vardas8892     Pavarde8892     1	1	4	4	1	9	9	6	8	3	
Vardas8893     Pavarde8893     4	2	4	7	10	3	8	9	3	4	
Vardas8894     Pavarde8894     8	3	5	9	6	4	10	4	3	3	
Vardas8895     Pavarde8895     9	5	10	8	4	8	7	10	9	2	
Vardas8896     Pavarde8896     1	8	4	7	3	10	2	7	10	6	
Vardas8897     Pavarde8897     2	3	2	9	7	8	6	5	6	3	
Vardas8898     Pavarde8898     9	10	10	7	6	7	7	2	8	3	
Vardas8899     Pavarde8899     2	6	6	9	6	8	2	5	1	3	
Vardas8900     Pavarde8900     2	10	2	8	8	9	9	1	2	10	
Vardas8901     Pavarde8901     1	3	8	4	2	5	1	4	9	2	
Vardas8902     Pavarde8902     7	5	3	3	10	9	10	6	5	4	
Vardas8903     Pavarde8903     10	10	10	5	8	6	10	3	7	1	
Vardas8904     Pavarde8904     3	3	1	9	1	7	6	7	7	7	
Vardas8905     Pavarde8905     8	4	9	9	8	4	1	10	10	5	
Vardas8906     Pavarde8906     8	4	5	3	6	5	4	8	2	6	
Vardas8907     Pavarde8907     4	10	10	4	8	10	3	2	2	8	
Vardas8908     Pavarde8908     1	10	5	10	6	2	4	10	10	6	
Vardas8909     Pavarde8909     7	4	10	7	4	2	1	5	6	7	
Vardas8910     Pavarde8910     2	10	10	8	4	9	4	5	4	3	
Vardas8911     Pavarde8911     9	1	3	5	7	4	3	7	5	6	
Vardas8912     Pavarde8912     8	1	1	10	5	4	5	4	5	3	
Vardas8913     Pavarde8913     4	1	1	3	8	4	5	3	10	9	
Vardas8914     Pavarde8914     5	8	10	6	3	10	1	3	5	5	
Vardas8915     Pavarde8915     2	5	1	6	5	7	5	9	3	7	
Vardas8916     Pavarde8916     8	5	7	10	2	2	2	10	8	10	
Vardas8917     Pavarde8917     2	8	7	8	10	3	9	8	1	1	
Vardas8918     Pavarde8918     9	2	5	10	2	3	8	9	7	8	
Vardas8919     Pavarde8919     6	2	9	7	10	7	5	8	5	4	
Vardas8920     Pavarde8920     5	3	1	4	7	4	2	6	10	6	
Vardas8921     Pavarde8921     8	8	1	1	8	2	4	4	2	1	
Vardas8922     Pavarde8922     7	3	1	8	1	7	2	8	4	2	
Vardas8923     Pavarde8923     10	2	2	3	6	6	6	1	7	3	
Vardas8924     Pavarde8924     1	2	10	10	7	10	6	6	3	7	
Vardas8925     Pavarde8925     2	1	9	4	5	6	3	3	4	1	
Vardas8926     Pavarde8926     7	6	9	4	3	9	4	1	7	4	
Vardas8927     Pavarde8927     8	10	7	2	8	6	9	8	10	6	
Vardas8928     Pavarde8928     9	4	7	7	6	6	5	10	8	4	
Vardas8929     Pavarde8929     5	10	7	4	6	5	3	4	7	5	
Vardas8930     Pavarde8930     2	3	6	9	6	2	3	2	6	1	
Vardas8931     Pavarde8931     5	4	8	10	1	9	3	1	4	10	
Vardas8932     Pavarde8932     2	5	1	7	5	2	2	5	10	9	
Vardas8933     Pavarde8933     1	7	8	5	5	10	2	5	8	9	
Vardas8934     Pavarde8934     3	9	2	4	4	4	4	8	9	5	
Vardas8935     Pavarde8935     1	2	4	8	9	4	6	4	3	7	
Vardas8936     Pavarde8936     8	9	9	1	5	5	3	8	4	8	
Vardas8937     Pavarde8937     5	5	5	5	1	3	10	6	7	9	
Vardas8938     Pavarde8938     10	6	2	3	2	5	9	5	1	2	
Vardas8939     Pavarde8939     1	4	9	10	1	5	10	4	1	6	
Vardas8940     Pavarde8940     6	8	7	4	1	2	2	8	5	9	
Vardas8941     Pavarde8941     8	8	10	5	7	1	6	10	4	6	
Vardas8942     Pavarde8942     10	1	1	8	10	10	2	5	4	5	
Vardas8943     Pavarde8943     6	3	8	9	9	5	7	8	3	7	
Vardas8944     Pavarde8944     4	8	9	10	8	1	10	3	3	7	
Vardas8945     Pavarde8945     8	1	9	4	10	10	1	1	5	3	
Vardas8946     Pavarde8946     3	3	6	1	3	3	9	9	6	2	
Vardas8947     Pavarde8947     9	9	8	4	9	9	5	4	8	4	
Vardas8948     Pavarde8948     4	7	8	8	5	6	8	2	8	10	
Vardas8949     Pavarde8949     4	9	4	5	8	9	6	6	3	3	
Vardas8950     Pavarde8950     3	9	9	9	8	7	6	10	7	4	
Vardas8951     Pavarde8951     6	10	7	1	1	2	7	8	1	1	
Vardas8952     Pavarde8952     5	9	1	6	9	2	6	4	5	10	
Vardas8953     Pavarde8953     6	3	6	7	7	7	2	6	6	5	
Vardas8954     Pavarde8954     3	6	1	7	8	3	6	9	10	3	
Vardas8955     Pavarde8955     8	3	5	1	10	2	7	4	2	6	
Vardas8956     Pavarde8956     9	10	10	4	1	3	7	6	9	10	
Vardas8957     Pavarde8957     3	1	6	9	9	3	8	5	10	1	
Vardas8958     Pavarde8958     8	5	5	1	7	8	10	3	7	3	
Vardas8959     Pavarde8959     5	6	6	4	10	2	3	9	10	7	
Vardas8960     Pavarde8960     3	2	6	7	8	5	4	9	7	6	
Vardas8961     Pavarde8961     6	10	6	10	10	1	4	1	10	4	
Vardas8962     Pavarde8962     8	4	2	2	2	9	7	7	6	7	
Vardas8963     Pavarde8963     6	4	4	3	8	4	6	6	7	8	
Vardas8964     Pavarde8964     9	10	1	1	7	7	5	4	9	9	
Vardas8965     Pavarde8965     5	6	1	4	6	10	1	4	1	3	
Vardas8966     Pavarde8966     1	1	6	7	1	5	6	6	5	1	
Vardas8967     Pavarde8967     1	8	9	1	6	5	6	6	7	2	
Vardas8968     Pavarde8968     3	5	5	3	3	5	6	5	2	3	
Vardas8969     Pavarde8969     8	2	1	9	3	10	4	2	2	4	
Vardas8970     Pavarde8970     8	9	9	10	5	10	6	6	9	4	
Vardas8971     Pavarde8971     1	1	2	8	3	7	4	9	3	3	
Vardas8972     Pavarde8972     3	5	10	6	10	9	2	7	6	6	
Vardas8973     Pavarde8973     5	6	2	4	7	4	10	10	10	2	
Vardas8974     Pavarde8974     1	6	5	6	7	6	3	10	6	3	
Vardas8975     Pavarde8975     8	5	10	3	1	6	3	6	4	9	
Vardas8976     Pavarde8976     1	8	1	3	5	5	10	2	6	5	
Vardas8977     Pavarde8977     1	2	7	8	3	10	9	8	3	5	
Vardas8978     Pavarde8978     7	8	8	5	1	5	1	7	3	5	
Vardas8979     Pavarde8979     4	3	3	7	1	8	6	2	2	2	
Vardas8980     Pavarde8980     1	7	4	4	6	9	1	7	7	8	
Vardas8981     Pavarde8981     4	5	9	10	2	9	5	7	6	9	
Vardas8982     Pavarde8982     4	7	1	1	3	7	8	4	9	2	
Vardas8983     Pavarde8983     3	2	1	3	5	9	6	8	6	2	
Vardas8984     Pavarde8984     5	7	5	8	2	1	6	1	3	8	
Vardas8985     Pavarde8985     3	9	2	10	3	1	10	7	8	7	
Vardas8986     Pavarde8986     10	7	3	9	8	8	1	6	8	3	
Vardas8987     Pavarde8987     1	2	3	4	4	8	2	9	1	2	
Vardas8988     Pavarde8988     4	8	4	5	1	1	6	2	8	1	
Vardas8989     Pavarde8989     5	3	10	10	2	1	10	1	5	4	
Vardas8990     Pavarde8990     1	3	2	4	7	9	8	1	10	6	
Vardas8991     Pavarde8991     3	3	5	10	7	3	7	3	3	6	
Vardas8992     Pavarde8992     3	5	3	1	10	4	7	6	7	7	
Vardas8993     Pavarde8993     2	3	9	9	3	3	9	1	1	3	
Vardas8994     Pavarde8994     5	8	9	5	3	3	10	1	1	9	
Vardas8995     Pavarde8995     1	7	6	7	7	6	9	4	5	1	
Vardas8996     Pavarde8996     8	5	8	10	10	1	2	10	2	4	
Vardas8997     Pavarde8997     7	7	4	4	1	10	7	5	10	10	
Vardas8998     Pavarde8998     9	1	2	2	5	9	5	8	2	8	
Vardas8999     Pavarde8999     7	8	1	8	1	7	8	7	3	3	
Vardas9000     Pavarde9000     1	7	9	8	10	9	10	7	10	3	
Vardas9001     Pavarde9001     1	9	7	9	10	4	7	3	8	6	
Vardas9002     Pavarde9002     5	7	2	3	2	3	4	5	6	8	
Vardas9003     Pavarde9003     2	5	2	9	2	10	5	5	2	5	
Vardas9004     Pavarde9004     2	2	10	4	5	9	1	6	10	7	
Vardas9005     Pavarde9005     8	7	10	7	3	3	1	10	5	8	
Vardas9006     Pavarde9006     2	1	8	3	3	9	4	1	6	10	
Vardas9007     Pavarde9007     6	3	8	8	8	8	5	3	10	6	
Vardas9008     Pavarde9008     6	5	9	4	10	4	6	5	9	6	
Vardas9009     Pavarde9009     5	7	4	6	10	5	1	8	7	9	
Vardas9010     Pavarde9010     6	10	8	2	9	3	2	7	7	6	
Vardas9011     Pavarde9011     3	6	10	6	9	6	2	7	5	9	
Vardas9012     Pavarde9012     1	3	4	10	9	1	9	3	7	3	
Vardas9013     Pavarde9013     8	8	2	6	10	10	3	1	4	4	
Vardas9014     Pavarde9014     9	8	6	8	10	4	4	9	3	10	
Vardas9015     Pavarde9015     9	4	6	2	1	10	5	5	3	2	
Vardas9016     Pavarde9016     6	9	7	9	8	2	8	10	2	4	
Vardas9017     Pavarde9017     4	5	9	8	5	3	4	7	6	8	
Vardas9018     Pavarde9018     3	9	2	6	8	6	1	5	5	9	
Vardas9019     Pavarde9019     1	3	10	8	8	9	2	4	4	7	
Vardas9020     Pavarde9020     7	6	1	10	1	6	5	1	4	2	
Vardas9021     Pavarde9021     2	1	8	7	8	10	1	7	5	8	
Vardas9022     Pavarde9022     9	9	2	10	6	1	2	8	8	6	
Vardas9023     Pavarde9023     10	1	6	2	7	10	1	2	2	2	
Vardas9024     Pavarde9024     5	3	6	5	4	5	2	3	7	10	
Vardas9025     Pavarde9025     4	9	10	9	6	5	3	9	6	3	
Vardas9026     Pavarde9026     7	4	2	8	7	3	5	1	2	6	
Vardas9027     Pavarde9027     6	2	6	5	3	3	5	2	2	3	
Vardas9028     Pavarde9028     1	10	2	3	4	6	9	1	4	10	
Vardas9029     Pavarde9029     3	4	7	10	4	1	5	4	10	9	
Vardas9030     Pavarde9030     4	4	1	3	6	4	3	7	4	1	
Vardas9031     Pavarde9031     5	2	10	2	4	3	2	3	10	6	
Vardas9032     Pavarde9032     3	5	5	9	10	9	9	10	2	9	
Vardas9033     Pavarde9033     1	10	4	10	1	8	8	3	5	4	
Vardas9034     Pavarde9034     3	8	5	2	4	8	7	6	7	9	
Vardas9035     Pavarde9035     2	2	1	3	1	7	6	9	7	7	
Vardas9036     Pavarde9036     2	4	8	6	4	1	7	7	5	8	
Vardas9037     Pavarde9037     6	3	4	8	4	8	2	1	5	1	
Vardas9038     Pavarde9038     2	10	1	5	10	10	1	5	2	2	
Vardas9039     Pavarde9039     1	7	9	10	3	8	1	4	5	9	
Vardas9040     Pavarde9040     4	2	5	10	4	10	3	3	9	5	
Vardas9041     Pavarde9041     10	6	4	6	7	1	5	9	3	3	
Vardas9042     Pavarde9042     9	10	1	5	7	4	8	5	10	5	
Vardas9043     Pavarde9043     10	2	7	4	7	9	2	10	1	3	
Vardas9044     Pavarde9044     6	10	4	5	10	9	3	5	5	9	
Vardas9045     Pavarde9045     3	7	8	8	8	2	9	2	6	7	
Vardas9046     Pavarde9046     9	2	2	5	5	7	3	8	5	6	
Vardas9047     Pavarde9047     9	5	1	1	5	1	5	2	4	2	
Vardas9048     Pavarde9048     3	10	9	9	2	5	2	4	4	8	
Vardas9049     Pavarde9049     5	4	1	7	7	8	8	10	10	2	
Vardas9050     Pavarde9050     10	1	8	1	3	9	5	9	5	1	
Vardas9051     Pavarde9051     9	1	2	1	2	10	9	7	3	9	
Vardas9052     Pavarde9052     10	9	9	2	10	8	4	6	7	4	
Vardas9053     Pavarde9053     8	2	10	10	1	6	10	2	8	5	
Vardas9054     Pavarde9054     10	10	5	9	6	6	2	7	10	2	
